"id","owner_user_id","legal_name","tax_code","representative","business_category","logo_url","approval_status","operating_status","created_at","updated_at"
"951e5fcd-5db5-5f58-8e2a-2a9e43d72fd3","5a03e288-25b1-58c7-9678-4c5d770a914d","Công Viên Nước TTC Mekong Aqua Park","0303000039","Đại Diện Công Viên Nước TTC Mekong Aqua Park","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"b7ef2eea-d2f9-593b-ac0c-8d05b6e32b2b","76ecff76-fa8e-518b-8981-78fb13227a82","Công Viên Nước Mikazuki 365 Đà Nẵng","0303000040","Đại Diện Công Viên Nước Mikazuki 365 Đà Nẵng","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"c1e179ca-43dd-58f7-8003-d1f5fe2e31e0","e181d9ed-ded8-51f0-b111-8b29f6ad2d98","Cáp Treo Chùa Hương - Hương Bình","0303000041","Đại Diện Cáp Treo Chùa Hương - Hương Bình","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"6b26a4f1-60e8-5bf2-b1ca-7da7de952003","a89d402b-a86e-5efd-99bb-763965397da5","Khu Du Lịch Sinh Thái Medi Thiên Sơn","0303000042","Đại Diện Khu Du Lịch Sinh Thái Medi Thiên Sơn","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"befbfba7-5ab7-5cab-b851-015526e34fab","bee2f5ce-3487-5032-8f4b-eba672811a29","Khu Nghỉ Dưỡng Wyndham Lynn Times Thanh Thủy","0303000043","Đại Diện Khu Nghỉ Dưỡng Wyndham Lynn Times Thanh Thủy","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"11578a94-73f6-5dab-8edb-b4bebdcf6adc","c12b85d1-d76a-5c0e-9e14-f58b66941540","Bảo Tàng & Làng Gốm Bát Tràng","0303000044","Đại Diện Bảo Tàng & Làng Gốm Bát Tràng","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"4c9d08f1-5f4b-506d-a160-5f04a1120771","4cf69f65-4e96-56fb-ad3a-929561733765","Trải Nghiệm Tham Quan Làng Gốm","0303000045","Đại Diện Trải Nghiệm Tham Quan Làng Gốm","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"98d0f71f-f6d8-5c64-aea3-6861274be874","e7299551-854b-5d41-a5b6-0deddd3d8752","Khu Du Lịch Cầu Kính Rồng Mây Sapa","0303000046","Đại Diện Khu Du Lịch Cầu Kính Rồng Mây Sapa","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"3624a2eb-df23-528a-9f23-c2b2844f3c99","3960d64c-051e-5023-9f97-f0c6a0616100","Show Diễn Thực Cảnh Hoa Lư Vũ Họa","0303000047","Đại Diện Show Diễn Thực Cảnh Hoa Lư Vũ Họa","Giải Trí & Thể Thao","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"46206cb8-48e5-5277-827b-032f2d0255ee","2ca0ddae-2d75-515f-8429-a74f9478cd84","Nhà Hát Nghệ Thuật Truyền Thống","0303000048","Đại Diện Nhà Hát Nghệ Thuật Truyền Thống","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"2d6da098-f644-5d30-b6f5-b922c80bcb3b","c31270b2-7f85-537a-b786-d0ae5ae0a7bc","Sân Khấu Minishow & Live Concert","0303000049","Đại Diện Sân Khấu Minishow & Live Concert","Giải Trí & Thể Thao","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"39dc0091-924e-5933-9ce9-8b35fe906e66","ee95ca4f-765e-59f6-b5ee-f2630914ff88","Show Diễn Thực Cảnh Tinh Hoa Bắc Bộ","0303000050","Đại Diện Show Diễn Thực Cảnh Tinh Hoa Bắc Bộ","Giải Trí & Thể Thao","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"da582c0d-5530-5c9e-ab08-15d2736db95f","7beb10b2-bc38-5f00-97c2-11031dbb0e07","Nhà Hát Charming Đà Nẵng Show","0303000051","Đại Diện Nhà Hát Charming Đà Nẵng Show","Giải Trí & Thể Thao","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"af9fad02-012a-5c73-9943-52cd360ed592","0fd4a0df-649d-5ee4-9eb2-0c7fbbba247c","Nhà Hát Đó - Cánh Diều (Vega City Nha Trang)","0303000052","Đại Diện Nhà Hát Đó - Cánh Diều (Vega City Nha Trang)","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"638aa61f-7715-5a3c-965b-d7b019d7e5fb","4da87262-dd28-5320-a371-601d985ae514","Chèo Sup Sông Hồng","0303000053","Đại Diện Chèo Sup Sông Hồng","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5e7ee23f-346c-50ca-91d3-0261b468e44c","a0ccdf4d-67ff-59b1-9b3d-d57d12f9b38d","Du Thuyền Sông Sài Gòn (Elisa Floating Restaurant)","0303000054","Đại Diện Du Thuyền Sông Sài Gòn (Elisa Floating Restaurant)","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"c98bff69-90cf-5298-a71a-28036c000470","b5cbebfa-d286-570c-944c-3c94b2c3322f","Tàu Hỏa Du Lịch Damitrans","0303000055","Đại Diện Tàu Hỏa Du Lịch Damitrans","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"fab69ad0-b735-5f41-b081-55bdbb14ebb5","9af3d18d-77e3-5832-85c9-71d99c864044","Nhà Xe Hạnh Café","0303000056","Đại Diện Nhà Xe Hạnh Café","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5232f91d-76d1-5231-80dc-2434971c7bb0","d6a9a4a9-a614-5e7d-8fdc-84cb9319ccdc","Cáp Treo Tây Thiên","0303000057","Đại Diện Cáp Treo Tây Thiên","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"a575b3b2-098b-56ec-8b4f-c9b720dee564","2b076e6b-5d8d-5cf6-a4d4-42482daf7776","Nhà Hàng Dì Mai","0303000058","Đại Diện Nhà Hàng Dì Mai","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5f26ca48-59a5-5f66-b2c2-52994224eabf","dd2e2757-6756-516e-a86f-a3fe6646e0af","Nhà Hàng Hàn Quốc Ssamjang","0303000059","Đại Diện Nhà Hàng Hàn Quốc Ssamjang","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"0c22bc5b-24a0-5edc-8ff5-7b1e822c83e7","c7482d68-9c92-51b6-b51e-0ef7803b4156","Hoàng Yến Group","0303000060","Đại Diện Hoàng Yến Group","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"9ee43949-aa89-561f-b6de-f1341ccb146b","340ad69e-e16c-5035-b852-a76bdf65cf78","Nhà Hàng Bu Too Mac","0303000061","Đại Diện Nhà Hàng Bu Too Mac","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"3da09338-3f05-54b3-a907-e20f86565d55","946a1aa9-d4bc-5137-9aad-93db629224d6","Nhà Hàng Ngân Đình (Windsor Plaza)","0303000062","Đại Diện Nhà Hàng Ngân Đình (Windsor Plaza)","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"d588af35-28f1-5da1-9008-ba5bc52aa315","036a98be-992a-5269-bb47-a76370b5c004","Baoz Dimsum","0303000063","Đại Diện Baoz Dimsum","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"a7deb464-f263-5249-bfd7-b8b19ead9447","79c07603-2333-559c-909b-902da96c4c1c","Cơm Tấm Phúc Lộc Thọ","0303000064","Đại Diện Cơm Tấm Phúc Lộc Thọ","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"1a7643b2-0267-5463-a3cc-96885029de36","431d4798-f6ab-5e98-812c-bf68e1bf5a2f","Cân Taiwanese Street Hotpot","0303000065","Đại Diện Cân Taiwanese Street Hotpot","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"312f6043-ba68-5ca0-92ff-9bf147757274","947fcdc3-1802-59f7-8359-11b54935efe4","Nhà Hàng Hàn Quốc Bornga","0303000066","Đại Diện Nhà Hàng Hàn Quốc Bornga","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"71305ebd-5ebb-5b0b-872f-36f9d5aad54c","64e8593c-72d5-5f53-a103-fc769724df9f","Nhà Hàng San Fu Lou","0303000067","Đại Diện Nhà Hàng San Fu Lou","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"b1154d50-bd45-5a7c-b838-f83d5fce4ff2","8672b1ff-8f22-58bb-b970-4e8844aba4f9","Jinro BBQ","0303000068","Đại Diện Jinro BBQ","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"3d5f5c02-2fb8-5f24-9148-5cd308d2a4b6","9e258525-c605-5d3d-b7a7-bf4f6b5690f3","Nhà Hàng Hải Sản Jeonbok","0303000069","Đại Diện Nhà Hàng Hải Sản Jeonbok","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5fab0897-ab01-5c33-9083-c27c4d7ece37","8cf12b8c-3ea1-5ff6-ba8b-bf4d79737855","Nhà Hàng Bắc Kim Thang","0303000070","Đại Diện Nhà Hàng Bắc Kim Thang","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"147fa154-87b5-5afe-9793-4816b8cce4f7","f4a1baa5-cf8c-5af1-90c1-0e336d3aac6a","Sargon Bistro","0303000071","Đại Diện Sargon Bistro","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"7ce486b6-0ed8-5c7b-90f3-54183bb7636a","8313b277-ed48-5acb-9dbb-6680162e7f7d","Dookki Việt Nam","0303000072","Đại Diện Dookki Việt Nam","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"172b04ec-ec8f-547a-9e96-4694e16be114","ddfaf478-ada7-5167-9cd0-983f40a261e4","Lẩu Trùng Khánh BaoYu","0303000073","Đại Diện Lẩu Trùng Khánh BaoYu","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"6d60a660-3df6-5088-9e02-5f18e0966b55","7af0679b-9827-57fe-8012-5c5f9633b056","A Mà Kitchen","0303000074","Đại Diện A Mà Kitchen","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"aea81dbf-6ba2-526f-993f-a72fc76f08c3","f5ddb0f8-ef72-529f-9dc4-0b631aa7b91e","Crispy Donuts","0303000075","Đại Diện Crispy Donuts","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"8261ec83-2ecf-5a75-84a8-13925fb218de","bf7844b0-946a-53da-9af3-904f6f0c00ba","Don Chicken","0303000076","Đại Diện Don Chicken","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"dfc3b971-efeb-5196-88f2-6926c8c5ed74","2f6bc906-64a2-5829-aa3a-2050c8e45661","Pizza 4P's","0303000077","Đại Diện Pizza 4P's","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"74d940b2-99b8-55fb-aebd-ac799cc024dd","2f107d6e-c011-5c78-b847-e912e78937df","June Noodle House","0303000078","Đại Diện June Noodle House","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"3aec6f70-a716-549a-9c54-2dbebaed5857","ec6be6c5-c7d7-5a9f-8637-65836fbf810f","TOUS les JOURS","0303000079","Đại Diện TOUS les JOURS","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"8c07a31d-3a70-5d1a-95bd-d87b8fd73c17","ad6b3749-34f3-5d09-bdc0-8adb481afac0","Saga Coffee & Eatery","0303000080","Đại Diện Saga Coffee & Eatery","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"1d9ffc48-b20c-50c4-8710-b85ffd0fbfb2","cbd8e208-e5dc-5e7c-a623-c667c38acdec","BreadTalk","0303000081","Đại Diện BreadTalk","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"dc50898a-9b60-576f-847a-298c82466558","bda74083-e8c7-53a2-9209-c42dfc93ed6c","Gong Cha","0303000082","Đại Diện Gong Cha","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"2babcfb5-7b6c-5897-b84e-8d2646a9194b","e9b4b220-3e7c-5eb0-936a-dd4fabd03d4e","Paris Baguette","0303000083","Đại Diện Paris Baguette","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"0ce49726-b99a-5063-bd2a-0190ac7d127d","dea3657f-7701-5ce6-8468-4f718705c79d","Beard Papa's","0303000084","Đại Diện Beard Papa's","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"963a493f-b1f9-57da-8276-f2c92a66ac40","80a8d0c6-e2c8-5cb3-9639-646f0832496a","Cộng Cà Phê","0303000085","Đại Diện Cộng Cà Phê","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
