"id","partner_id","name","address","region","is_active"
"3060","6be1b529-79ab-5780-b2c9-543c7837c40d","Spicy Box Vincom Smart City","Tầng 3, Vincom Mega Mall Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội","Hà Nội","true"
"3061","573593e2-b5b8-5411-b49a-e19b9c07040c","Chuk Tea & Coffee Hồ Tùng Mậu","119 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3062","573593e2-b5b8-5411-b49a-e19b9c07040c","Chuk Tea & Coffee Phan Xích Long","211 Phan Xích Long, Phường 7, Quận Phú Nhuận, TP.HCM","TP. Hồ Chí Minh","true"
"3063","573593e2-b5b8-5411-b49a-e19b9c07040c","Chuk Tea & Coffee Nguyễn Tri Phương","395 Nguyễn Tri Phương, Phường 5, Quận 10, TP.HCM","TP. Hồ Chí Minh","true"
"3064","c81efc92-72bb-5ddb-b6d5-60b0a351990e","ToCoToCo Hàng Bông","95 Hàng Bông, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội","Hà Nội","true"
"3065","c81efc92-72bb-5ddb-b6d5-60b0a351990e","ToCoToCo Cầu Giấy","259 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Hà Nội","true"
"3066","c81efc92-72bb-5ddb-b6d5-60b0a351990e","ToCoToCo Nguyễn Thị Minh Khai","51 Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3067","c81efc92-72bb-5ddb-b6d5-60b0a351990e","ToCoToCo Sư Vạn Hạnh","770 Sư Vạn Hạnh, Phường 12, Quận 10, TP.HCM","TP. Hồ Chí Minh","true"
"3068","63399f91-c5d0-5c99-a34b-cc44bf062781","Bến Thuyền Du Lịch Tòa Khâm","49 Lê Lợi, Phường Phú Hội, TP. Huế, Tỉnh Thừa Thiên Huế","Huế","true"
"3069","d7fe495f-d4ca-5551-a40b-94fd87c69adb","VinWonders Nam Hội An","Đường Võ Chí Công, Xã Bình Minh, Huyện Thăng Bình, Tỉnh Quảng Nam","Đà Nẵng","true"
"3070","d7fe495f-d4ca-5551-a40b-94fd87c69adb","VinWonders Nha Trang","Đảo Hòn Tre, Phường Vĩnh Nguyên, TP. Nha Trang, Tỉnh Khánh Hòa","Nha Trang","true"
"3071","d7fe495f-d4ca-5551-a40b-94fd87c69adb","VinKE & Thủy Cung Times City","Tầng B1, TTTM Vincom Mega Mall Times City, 458 Minh Khai, Hà Nội","Hà Nội","true"
"3072","d7fe495f-d4ca-5551-a40b-94fd87c69adb","VinWonders Ocean Park","KĐT Vinhomes Ocean Park 2, Văn Giang, Hưng Yên","Hà Nội","true"
"3073","82348d43-8895-5bcd-af04-cfefdcc396d8","Bãi Cất Cánh Dù Lượn Đồi Bù","Xã Nam Phương Tiến, Huyện Chương Mỹ, Hà Nội","Hà Nội","true"
"3074","82348d43-8895-5bcd-af04-cfefdcc396d8","Bãi Cất Cánh Dù Lượn Sơn Trà","Bán đảo Sơn Trà, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","Đà Nẵng","true"
"3075","e0b96ce5-614d-57ba-bd56-6fd575643106","Chi nhánh Đà Nẵng","nhà hát Ầu Ơ Đà Nẵng","Đà Nẵng","true"
"3076","3c6a6778-566b-5697-98e8-928121d5e11f","Dragon Ocean Đồ Sơn","Phường Vạn Hương, Quận Đồ Sơn, TP. Hải Phòng","Hải Phòng","true"
"3077","293424b1-ff6d-5b3c-b06a-6733eb2c8056","Tuần Châu Park","Đảo Tuần Châu, TP. Hạ Long, Tỉnh Quảng Ninh","Quảng Ninh","true"
"3078","e1d8f03e-e4da-5a58-9a94-42987beded30","KDL Bản Mòng","Bản Mòng, Xã Hua La, TP. Sơn La, Tỉnh Sơn La","Tây Bắc","true"
"3079","951e5fcd-5db5-5f58-8e2a-2a9e43d72fd3","TTC Mekong Aqua Park","547D Nguyễn Đình Chiểu, Xã Phú Hưng, TP. Bến Tre","Miền Tây","true"
"3080","b7ef2eea-d2f9-593b-ac0c-8d05b6e32b2b","Chi nhánh Đà Nẵng","sao nên chọn công viên nước Đà Nẵng","Đà Nẵng","true"
"3081","c1e179ca-43dd-58f7-8003-d1f5fe2e31e0","Chi nhánh Hà Nội","du lịch văn hóa, tín ngưỡng nổi tiếng mà còn đem lại cho du khách những trải nghiệm đầy ấn tượng giữa cảnh quan thiên nhiên hoang sơ của vùng đất Hòa Bình và Hà Nội","Hà Nội","true"
"3082","6b26a4f1-60e8-5bf2-b1ca-7da7de952003","Chi nhánh Hà Nội","Medi Thiên Sơn - điểm nghỉ dưỡng lý tưởng tuyệt vời cho bạn và gia đình Medi Thiên Sơn Suối Ngà viên kim cương đắt giá của đất mẹ Ba Vì Đôi nét về Medi Sơn Suối Ngà Medi Thiên Sơn Suối Ngà viên kim cương đắt giá của đất mẹ Ba Vì tọa tại xã Vân Hòa và nằm cách trung tâm thành phố Hà Nội","Hà Nội","true"
"3083","befbfba7-5ab7-5cab-b851-015526e34fab","Wyndham Lynn Times Thanh Thủy","Xã Bảo Yên, Huyện Thanh Thủy, Tỉnh Phú Thọ","Phú Thọ","true"
"3084","11578a94-73f6-5dab-8edb-b4bebdcf6adc","Chi nhánh Hà Nội","thôn 5, xã Bát Tràng, huyện Gia Lâm, thành phố Hà Nội","Hà Nội","true"
"3085","4c9d08f1-5f4b-506d-a160-5f04a1120771","Chi nhánh Hà Nội","hẹn trước tại Hà Nội","Hà Nội","true"
"3086","98d0f71f-f6d8-5c64-aea3-6861274be874","Cầu Kính Rồng Mây Sapa","Đèo Ô Quy Hồ, Xã Sơn Bình, Huyện Tam Đường, Tỉnh Lai Châu","Sapa - Tây Bắc","true"
"3087","3624a2eb-df23-528a-9f23-c2b2844f3c99","Sân khấu Hoa Lư Vũ Họa","Quần thể danh thắng Tràng An, Xã Ninh Xuân, Huyện Hoa Lư, Ninh Bình","Ninh Bình","true"
"3088","46206cb8-48e5-5277-827b-032f2d0255ee","Chi nhánh Hà Nội","Nhà Hát Kim Mã (Số 71 Kim Mã - Ba Đình - Hà Nội","Hà Nội","true"
"3089","2d6da098-f644-5d30-b6f5-b922c80bcb3b","Chi nhánh Hà Nội","Cung điền kinh Hà Nội","Hà Nội","true"
"3090","39dc0091-924e-5933-9ce9-8b35fe906e66","Sân khấu Tinh Hoa Bắc Bộ","Khu du lịch Baara Land, Xã Sài Sơn, Huyện Quốc Oai, Hà Nội","Hà Nội","true"
"3091","da582c0d-5530-5c9e-ab08-15d2736db95f","Nhà Hát Charming Đà Nẵng","02 Cách Mạng Tháng Tám, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","Đà Nẵng","true"
"3092","af9fad02-012a-5c73-9943-52cd360ed592","Nhà Hát Đó - Vega City Nha Trang","Bãi Tiên, Phường Vĩnh Hòa, TP. Nha Trang, Tỉnh Khánh Hòa","Nha Trang","true"
"3093","638aa61f-7715-5a3c-965b-d7b019d7e5fb","Bến Chèo Sup Bồ Đề","Ngõ 264 Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Hà Nội","true"
"3094","5e7ee23f-346c-50ca-91d3-0261b468e44c","Tàu Elisa Bến Bạch Đằng","Số 5 Nguyễn Tất Thành, Phường 12, Quận 4, TP.HCM","TP. Hồ Chí Minh","true"
"3095","c98bff69-90cf-5298-a71a-28036c000470","Ga Hà Nội - Phòng Vé Damitrans","120 Lê Duẩn, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội","Hà Nội","true"
"3096","fab69ad0-b735-5f41-b081-55bdbb14ebb5","Hệ thống Toàn Quốc","Áp dụng tại toàn bộ hệ thống cửa hàng trên toàn quốc","Toàn Quốc","true"
"3097","5232f91d-76d1-5231-80dc-2434971c7bb0","Ga Cáp Treo Tây Thiên","Xã Đại Đình, Huyện Tam Đảo, Tỉnh Vĩnh Phúc","Vĩnh Phúc","true"
"3098","a575b3b2-098b-56ec-8b4f-c9b720dee564","Dì Mai Lê Thị Hồng Gấm","136-138 Lê Thị Hồng Gấm, Phường Nguyễn Thái Bình, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3099","a575b3b2-098b-56ec-8b4f-c9b720dee564","Dì Mai Landmark 81","Tầng L02, TTTM Vincom Landmark 81, 720A Điện Biên Phủ, Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"3100","5f26ca48-59a5-5f66-b2c2-52994224eabf","Ssamjang Royal City","Tầng B2, TTTM Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hà Nội","Hà Nội","true"
"3101","0c22bc5b-24a0-5edc-8ff5-7b1e822c83e7","Hoàng Yến Buffet Vạn Hạnh Mall","Tầng 5, Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Quận 10, TP.HCM","TP. Hồ Chí Minh","true"
"3102","0c22bc5b-24a0-5edc-8ff5-7b1e822c83e7","Hoàng Yến Cuisine Hai Bà Trưng","148 Hai Bà Trưng, Phường Tân Định, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3103","0c22bc5b-24a0-5edc-8ff5-7b1e822c83e7","Hoàng Yến Cuisine Ngô Đức Kế","7-9 Ngô Đức Kế, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3104","0c22bc5b-24a0-5edc-8ff5-7b1e822c83e7","Hoàng Yến Cuisine Hồ Bán Nguyệt","Lô CR1-12, 103 Tôn Dật Tiên, Phường Tân Phú, Quận 7, TP.HCM","TP. Hồ Chí Minh","true"
"3105","0c22bc5b-24a0-5edc-8ff5-7b1e822c83e7","Trống Cơm Vincom Thảo Điền","Tầng 5, Vincom Mega Mall Thảo Điền, TP. Thủ Đức, TP.HCM","TP. Hồ Chí Minh","true"
"3106","0c22bc5b-24a0-5edc-8ff5-7b1e822c83e7","Chảo Cá Crescent Mall","Tầng 5, Crescent Mall, 101 Tôn Dật Tiên, Phường Tân Phú, Quận 7, TP.HCM","TP. Hồ Chí Minh","true"
"3107","9ee43949-aa89-561f-b6de-f1341ccb146b","Bu Too Mac Sky Garden","101/1 Đường Số 28, Khu Phố Sky Garden 2, Tân Phong, Quận 7, TP.HCM","TP. Hồ Chí Minh","true"
"3108","3da09338-3f05-54b3-a907-e20f86565d55","Ngân Đình Windsor Plaza","Tầng 5, Khách Sạn Windsor Plaza, 18 An Dương Vương, Quận 5, TP.HCM","TP. Hồ Chí Minh","true"
"3109","d588af35-28f1-5da1-9008-ba5bc52aa315","Baoz Dimsum Nguyễn Tri Phương","88 Nguyễn Tri Phương, Phường 7, Quận 5, TP.HCM","TP. Hồ Chí Minh","true"
"3110","d588af35-28f1-5da1-9008-ba5bc52aa315","Baoz Dimsum Lê Đại Hành","299 Lê Đại Hành, Phường 13, Quận 11, TP.HCM","TP. Hồ Chí Minh","true"
"3111","a7deb464-f263-5249-bfd7-b8b19ead9447","Phúc Lộc Thọ Tô Ngọc Vân","124 Tô Ngọc Vân, Phường Linh Tây, TP. Thủ Đức, TP.HCM","TP. Hồ Chí Minh","true"
"3112","a7deb464-f263-5249-bfd7-b8b19ead9447","Phúc Lộc Thọ Quang Trung","538 Quang Trung, Phường 11, Quận Gò Vấp, TP.HCM","TP. Hồ Chí Minh","true"
"3113","1a7643b2-0267-5463-a3cc-96885029de36","Cân Taiwanese Street Hotpot","110 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"3114","312f6043-ba68-5ca0-92ff-9bf147757274","Bornga Landmark 81","Tầng L5-01, Vincom Landmark 81, 720A Điện Biên Phủ, Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"3115","71305ebd-5ebb-5b0b-872f-36f9d5aad54c","San Fu Lou AB Tower","Tầng Trệt, AB Tower, 76A Lê Lai, Phường Bến Thành, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3116","71305ebd-5ebb-5b0b-872f-36f9d5aad54c","San Fu Lou Vincom Đồng Khởi","Tầng B3, Vincom Center, 72 Lê Thánh Tôn, Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3117","71305ebd-5ebb-5b0b-872f-36f9d5aad54c","San Fu Lou Vincom Metropolis","Tầng 1, Vincom Metropolis, 29 Liễu Giai, Ba Đình, Hà Nội","Hà Nội","true"
"3118","b1154d50-bd45-5a7c-b838-f83d5fce4ff2","Jinro BBQ Huỳnh Thúc Kháng","9A Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Hà Nội","true"
"3119","b1154d50-bd45-5a7c-b838-f83d5fce4ff2","Jinro BBQ Trung Hòa","Tầng 1, Toà M3-M4, Nguyễn Thị Thập, Trung Hòa, Cầu Giấy, Hà Nội","Hà Nội","true"
"3120","3d5f5c02-2fb8-5f24-9148-5cd308d2a4b6","Jeonbok Hàm Long","32 Hàm Long, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội","Hà Nội","true"
"3121","5fab0897-ab01-5c33-9083-c27c4d7ece37","Bắc Kim Thang Bình Thạnh","50B Huỳnh Tịnh Của, Phường 19, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"3122","147fa154-87b5-5afe-9793-4816b8cce4f7","Sargon Bistro Nguyễn Thị Minh Khai","382/24 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP.HCM","TP. Hồ Chí Minh","true"
"3123","7ce486b6-0ed8-5c7b-90f3-54183bb7636a","Hệ thống Toàn Quốc","Áp dụng tại toàn bộ hệ thống cửa hàng trên toàn quốc","Toàn Quốc","true"
"3124","172b04ec-ec8f-547a-9e96-4694e16be114","BaoYu Hotpot Sư Vạn Hạnh","816 Sư Vạn Hạnh, Phường 12, Quận 10, TP.HCM","TP. Hồ Chí Minh","true"
"3125","6d60a660-3df6-5088-9e02-5f18e0966b55","A Mà Kitchen Tôn Thất Thiệp","23 Tôn Thất Thiệp, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3126","aea81dbf-6ba2-526f-993f-a72fc76f08c3","Crispy Donuts Nguyễn Huệ","42 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3127","8261ec83-2ecf-5a75-84a8-13925fb218de","Don Chicken Hồ Tùng Mậu","25 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"3128","8261ec83-2ecf-5a75-84a8-13925fb218de","Don Chicken Hàng Bông","250 Hàng Bông, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội","Hà Nội","true"
