"id","partner_id","name","address","region","is_active"
"44","f75de2a0-4bcc-436a-b8bb-b1ffb3db4eff","Chi nhánh TP. Hồ Chí Minh","Cơ sở áp dụng tại TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"45","597ff821-596b-44a0-9f19-1c713842a848","Chi nhánh TP. Hồ Chí Minh","Ngọc Thanh Healthy – 235 Ba Tháng Hai, Phường 10, Quận 10","TP. Hồ Chí Minh","true"
"46","128defcc-2124-426b-b427-137baf99b75d","Chi nhánh TP. Hồ Chí Minh","Viện Thẩm Mỹ Úc Châu - 719 Lê Hồng Phong, Phường 12, Quận 10","TP. Hồ Chí Minh","true"
"47","b7b74f75-6035-47e7-98fb-e50f0fce05e9","Cơ sở Phú Nhuận","529/142 Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, TP.HCM","TP. Hồ Chí Minh","true"
"48","b7b74f75-6035-47e7-98fb-e50f0fce05e9","Cơ sở Quận 10","463B/2 Cách Mạng Tháng Tám, Phường 13, Quận 10, TP.HCM","TP. Hồ Chí Minh","true"
"49","b75f419f-3276-44cf-8ebc-0c3f5981e501","Chi nhánh TP. Hồ Chí Minh","Spa Thái Dương – 197/1A Thống Nhất, Phường 11, Quận Gò Vấp. Đ","TP. Hồ Chí Minh","true"
"50","1df9b16e-49ed-4a3d-86c5-98dd1e4cede5","Chi nhánh TP. Hồ Chí Minh","Ruka Spa – 153/3 Nguyễn Thị Minh Khai, Phường Phạm Ngũ Lão, Quận 1","TP. Hồ Chí Minh","true"
"51","ffc93247-983a-49c5-87b2-fbf2b562aed1","Chi nhánh TP. Hồ Chí Minh","Cơ sở áp dụng tại TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"52","c82d72b7-58a2-42bc-8f89-d147d991e84c","Chi nhánh TP. Hồ Chí Minh","làm đẹp uy tín tại TPHCM","TP. Hồ Chí Minh","true"
"53","e7673be5-46d0-464c-84ea-7ebdb8b0887f","Chi nhánh TP. Hồ Chí Minh","Suki Nails Studio – 136/5 Trần Quang Diệu, Phường Nhiêu Lộc, TP Hồ Chí Minh","TP. Hồ Chí Minh","true"
"54","b2e37d04-48b1-4385-8eb5-9ffb8b9d5273","Chi nhánh TP. Hồ Chí Minh","Cơ sở áp dụng tại TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"55","2ef0f910-8407-4e46-bfad-3d9b3593254f","Chi nhánh TP. Hồ Chí Minh","Skin Lab By Hung Nguyen – Số 543/7 Nguyễn Đình Chiểu, Phường 2, Quận 3","TP. Hồ Chí Minh","true"
"56","8ea4acfd-7fba-45b0-9b8a-b7218e324285","Chi nhánh Huỳnh Tịnh Của","50 Huỳnh Tịnh Của, Phường 19, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"57","8ea4acfd-7fba-45b0-9b8a-b7218e324285","Chi nhánh Vạn Kiếp","216 Vạn Kiếp, Phường 3, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"58","8ea4acfd-7fba-45b0-9b8a-b7218e324285","Chi nhánh Quận 4","F44 Cư Xá Vĩnh Hội, Đường Số 50, Phường 2, Quận 4, TP.HCM","TP. Hồ Chí Minh","true"
"59","8ea4acfd-7fba-45b0-9b8a-b7218e324285","Chi nhánh Phú Nhuận","84/4 Trần Hữu Trang, Phường 10, Quận Phú Nhuận, TP.HCM","TP. Hồ Chí Minh","true"
"60","8ea4acfd-7fba-45b0-9b8a-b7218e324285","Chi nhánh Quận 7","186 Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TP.HCM","TP. Hồ Chí Minh","true"
"61","77eadb65-0de1-4071-b607-a2d5895ebe4c","Chi nhánh TP. Hồ Chí Minh","Lotus Spa – Skincare & Clinic - 143 bis Trần Quang Khải, Phường Tân Định, TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"62","bfa43679-c103-4126-bf03-09a23797ba30","Chi nhánh TP. Hồ Chí Minh","Nha Khoa Hợp Nhất - 403 Lê Hồng Phong, Phường 2, Quận 10","TP. Hồ Chí Minh","true"
"63","13ca0d3c-04bc-4ed3-8786-6507a9504efb","Chi nhánh TP. Hồ Chí Minh","Nha Khoa Quốc Tế Emis – 62B Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3","TP. Hồ Chí Minh","true"
"64","58c0f499-859e-42e5-98d5-c1f5ccbff0e8","Chi nhánh TP. Hồ Chí Minh","LHALA# Spa & Salon - 848 Trần Hưng Đạo, Phường 7, Quận 5","TP. Hồ Chí Minh","true"
"65","132f99c8-0f4c-4547-89c7-cf7b2e48980d","Chi nhánh TP. Hồ Chí Minh","Cơ sở áp dụng tại TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"66","8757884f-b6d9-4627-b796-e5bcfed2541d","Chi nhánh TP. Hồ Chí Minh","Quốc Huy Hair Salon - 007 Lô C Chung Cư Trần Quốc Thảo, Phường 9, Quận 3","TP. Hồ Chí Minh","true"
"67","9bf36dee-4917-4f08-ad54-2735fc9ccb56","Chi nhánh Hải Phòng","Công viên Du lịch Văn hóa Suối Tiên – 120 Xa Lộ Hà Nội","Hải Phòng","true"
"68","3ac53d14-79d5-43cb-916d-be4ca59630d9","Trụ sở An Travel","165 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"69","90d9b93b-5fa3-4049-8af4-928db4d04f93","Trụ sở Du lịch Vintrip","292/33/15A Bình Lợi, Phường 13, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"70","82954a37-7d56-477b-beb7-418cc80d76b2","Trụ sở An Travel","165 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"71","1c1e9e9b-2eda-4c41-9bdc-b6806e3f1253","Trụ sở Du lịch Vintrip","292/33/15A Bình Lợi, Phường 13, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"72","7bab600a-d856-4134-a950-3dfbaddd198c","Trụ sở Du lịch Vintrip","292/33/15A Bình Lợi, Phường 13, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"73","3f30bcf2-9d73-4bcc-ac6f-f04aa6a53b5d","Trụ sở Du lịch Vintrip","292/33/15A Bình Lợi, Phường 13, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"74","af1d69b2-5974-4f3c-8b0f-46c4908b5fad","Trụ sở Du lịch Hải Đăng","367 Tân Sơn, Phường 15, Quận Tân Bình, TP.HCM","TP. Hồ Chí Minh","true"
"75","566f1bb9-dcb7-4f19-b62a-b84f1b72a883","Trụ sở Du lịch Hải Đăng","367 Tân Sơn, Phường 15, Quận Tân Bình, TP.HCM","TP. Hồ Chí Minh","true"
"76","aed50012-d78c-45c2-9b81-525a4af20528","Trụ sở Du lịch Vintrip","292/33/15A Bình Lợi, Phường 13, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"77","03ed4ac1-c0c7-4ea2-b954-273dab6ac062","Trụ sở Du lịch Vintrip","292/33/15A Bình Lợi, Phường 13, Quận Bình Thạnh, TP.HCM","TP. Hồ Chí Minh","true"
"78","02d7fcff-ee78-46d7-8c49-db75651c650f","Trụ sở An Travel","165 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"79","0ba81679-fdb3-499c-926f-b4f91cd38258","Chi nhánh Phan Thiết","ROMANA RESORT - Km 8, Phường Phú Hài, Mũi Né, Phan Thiết","Phan Thiết","true"
"80","6dc75ad9-a3de-4705-b3a0-c99e7aa083b7","Chi nhánh Đà Lạt","Phân khu chức năng 7.9, KDL Hồ Tuyền Lâm, Phường 3, TP. Đà Lạt","Đà Lạt","true"
"81","6dc75ad9-a3de-4705-b3a0-c99e7aa083b7","Chi nhánh Mũi Né","28 Nguyễn Đình Chiểu, Phường Hàm Tiến, TP. Phan Thiết","Phan Thiết","true"
"82","d69f437c-e3c7-401a-b3b4-4b4b3aa30a27","Chi nhánh Bà Rịa - Vũng Tàu","P&T 3* Địa chỉ: 158 Hạ Long – Phường 2 – Thành Phố Vũng Tàu","Bà Rịa - Vũng Tàu","true"
"83","8516f9b1-009b-4745-a472-55a6196f230e","Chi nhánh Đà Lạt","HOTEL COLLINE ĐÀ LẠT","Đà Lạt","true"
"84","5eb8de90-ffe0-45ff-8902-369bbdeb5f19","Chi nhánh Đà Nẵng","Mường Thanh Luxury Hotel Đà Nẵng","Đà Nẵng","true"
"85","890e60f4-5359-4e3c-b033-e136331d9bf4","Chi nhánh Quận 1","94 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, TP.HCM","TP. Hồ Chí Minh","true"
"86","890e60f4-5359-4e3c-b033-e136331d9bf4","Chi nhánh Quận 3","69 Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, TP.HCM","TP. Hồ Chí Minh","true"
"87","890e60f4-5359-4e3c-b033-e136331d9bf4","Chi nhánh Thảo Điền","16 Quốc Hương, Phường Thảo Điền, TP. Thủ Đức, TP.HCM","TP. Hồ Chí Minh","true"
"88","8730bb9c-3b8f-4762-ad7e-050ce22e1d37","Chi nhánh TP. Hồ Chí Minh","Hầm rượu Aum Wincellar - 06 Hồ Tùng Mậu, Phường Sài Gòn, Tp.HCM","TP. Hồ Chí Minh","true"
"89","ef4a719a-fcce-412c-94ef-3326b304ddcb","Chi nhánh TP. Hồ Chí Minh","Cảng Hành khách Tàu biển – Cảng Sài Gòn, số 5 Nguyễn Tất Thành, phường 13, quận 4","TP. Hồ Chí Minh","true"
"90","8ac2b1df-d5be-444d-8761-65d59d9c71c7","Chi nhánh TP. Hồ Chí Minh","Cơ sở áp dụng tại TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
"91","81db883f-caed-4c48-b7cb-5b42078cbda1","Chi nhánh TP. Hồ Chí Minh","Cơ sở áp dụng tại TP. Hồ Chí Minh","TP. Hồ Chí Minh","true"
