"id","owner_user_id","legal_name","tax_code","representative","business_category","logo_url","approval_status","operating_status","created_at","updated_at"
"f75de2a0-4bcc-436a-b8bb-b1ffb3db4eff","b8222d33-3567-4e31-81d8-acb415b89587","Nha Khoa Sao Việt","0301000035","Đại Diện Nha Khoa Sao Việt","Nha Khoa & Y Tế","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"597ff821-596b-44a0-9f19-1c713842a848","7d6fe3b3-72c8-4d9d-a4da-1650d501bac4","Ngọc Thanh Healthy Spa","0301000036","Đại Diện Ngọc Thanh Healthy Spa","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"128defcc-2124-426b-b427-137baf99b75d","68077f6d-bd18-4e95-a0a6-4170a883346e","Vtm Úc Châu","0301000037","Đại Diện Vtm Úc Châu","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"b7b74f75-6035-47e7-98fb-e50f0fce05e9","58258af1-de79-4dc7-91e1-d8cb758bbd2c","Vp Ohui","0301000038","Đại Diện Vp Ohui","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"b75f419f-3276-44cf-8ebc-0c3f5981e501","adc2f38a-e216-4930-9623-6c1ab559afa6","Spa Thái Dương","0301000039","Đại Diện Spa Thái Dương","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"1df9b16e-49ed-4a3d-86c5-98dd1e4cede5","4019e65a-daad-4da7-acf6-35b153ebfb6a","Ruka Spa","0301000040","Đại Diện Ruka Spa","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"ffc93247-983a-49c5-87b2-fbf2b562aed1","9a1ea82d-4d10-431e-acc8-705640dd681c","Phương Uyên Spa","0301000041","Đại Diện Phương Uyên Spa","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"c82d72b7-58a2-42bc-8f89-d147d991e84c","655904b0-3133-4c5a-95b0-e858ad7aa1b1","Paradise Spa & Clinic","0301000042","Đại Diện Paradise Spa & Clinic","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"e7673be5-46d0-464c-84ea-7ebdb8b0887f","c1f9fc3c-909c-44ef-abf3-f68947724a90","Suki Nails Studio","0301000043","Đại Diện Suki Nails Studio","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"b2e37d04-48b1-4385-8eb5-9ffb8b9d5273","a61e2615-ab17-46d6-b722-992ab5f6a976","Thẩm Mỹ Viện Ngọc Tiên","0301000044","Đại Diện Thẩm Mỹ Viện Ngọc Tiên","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"2ef0f910-8407-4e46-bfad-3d9b3593254f","22048eba-744f-4900-9414-44bf1ef673aa","Skin Lab By Hung Nguyen","0301000045","Đại Diện Skin Lab By Hung Nguyen","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"8ea4acfd-7fba-45b0-9b8a-b7218e324285","8f7a2b50-3836-4eb7-9ce3-1ba2e5843fac","Chang Nails","0301000046","Đại Diện Chang Nails","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"77eadb65-0de1-4071-b607-a2d5895ebe4c","45f87094-b881-42e5-bdc0-16616ccecbad","Lotus Spa","0301000047","Đại Diện Lotus Spa","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"bfa43679-c103-4126-bf03-09a23797ba30","d4304cb6-b3d3-497d-82dc-3d026d80adb0","Nha Khoa Hợp Nhất","0301000048","Đại Diện Nha Khoa Hợp Nhất","Nha Khoa & Y Tế","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"13ca0d3c-04bc-4ed3-8786-6507a9504efb","c1ebf478-fe6c-4ffb-b9e9-5cf665784d2b","Nha Khoa Qt Emis","0301000049","Đại Diện Nha Khoa Qt Emis","Nha Khoa & Y Tế","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"58c0f499-859e-42e5-98d5-c1f5ccbff0e8","4e1c616d-d634-4266-b7c6-4e469165c635","Lhala# Spa & Salon","0301000050","Đại Diện Lhala# Spa & Salon","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"132f99c8-0f4c-4547-89c7-cf7b2e48980d","d736fe31-d413-4b00-8b1a-629aad5d773e","Ivora Skinlab","0301000051","Đại Diện Ivora Skinlab","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"8757884f-b6d9-4627-b796-e5bcfed2541d","ec68e663-659b-46f6-acce-c39499932ea9","Quốc Huy Hair Salon","0301000052","Đại Diện Quốc Huy Hair Salon","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"9bf36dee-4917-4f08-ad54-2735fc9ccb56","c3adf321-b086-44f6-895a-30a29b97b0cd","Công Viên Du Lịch Sinh Thái Suối Tiên","0301000053","Đại Diện Công Viên Du Lịch Sinh Thái Suối Tiên","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"3ac53d14-79d5-43cb-916d-be4ca59630d9","9b99027e-c814-49b2-9665-e445c1dd9581","Tour Miền Tây Sông Nước 1 Ngày","0301000054","Đại Diện Tour Miền Tây Sông Nước 1 Ngày","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"90d9b93b-5fa3-4049-8af4-928db4d04f93","357b4c5b-1031-40be-a06a-b8d47f0472f7","Tour Phan Thiết","0301000055","Đại Diện Tour Phan Thiết","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"82954a37-7d56-477b-beb7-418cc80d76b2","75272acb-1e9e-4c73-a667-6c4eae3b8df7","Tour Miền Tây 2N1Đ","0301000056","Đại Diện Tour Miền Tây 2N1Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"1c1e9e9b-2eda-4c41-9bdc-b6806e3f1253","b1f98b5a-db16-41df-bb78-bf5823ee466a","Tour Nha Trang 3N3Đ","0301000057","Đại Diện Tour Nha Trang 3N3Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"7bab600a-d856-4134-a950-3dfbaddd198c","2b1db9e1-070c-41c1-a53a-c4686c2598f4","Tour Đà Lạt 3N3Đ","0301000058","Đại Diện Tour Đà Lạt 3N3Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"3f30bcf2-9d73-4bcc-ac6f-f04aa6a53b5d","83ef5be5-7470-4bd5-809b-c38cb73a1350","Tour Bình Hưng","0301000059","Đại Diện Tour Bình Hưng","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"af1d69b2-5974-4f3c-8b0f-46c4908b5fad","36f28a7d-f462-4a99-b024-6eb6f6db5a16","Tour Vmb 5N4Đ","0301000060","Đại Diện Tour Vmb 5N4Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"566f1bb9-dcb7-4f19-b62a-b84f1b72a883","d0c80f53-fd7c-46f9-b13a-058b66f32349","Tour Vmb 3N2Đ","0301000061","Đại Diện Tour Vmb 3N2Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"aed50012-d78c-45c2-9b81-525a4af20528","26f25a98-61fc-4c4a-b7ea-196c8344db14","Tour Đảo Hòn Sơn 2N2Đ","0301000062","Đại Diện Tour Đảo Hòn Sơn 2N2Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"03ed4ac1-c0c7-4ea2-b954-273dab6ac062","0232cede-101c-4de7-9a9a-821d3d3fe82b","Tour Hành Hương Châu Đốc","0301000063","Đại Diện Tour Hành Hương Châu Đốc","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"02d7fcff-ee78-46d7-8c49-db75651c650f","14aefb47-7763-4cb1-ba31-7286cfda07d0","Tour Miền Tây 3N2Đ","0301000064","Đại Diện Tour Miền Tây 3N2Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"0ba81679-fdb3-499c-926f-b4f91cd38258","0f2b77ad-7150-4eb3-96bd-14988508e902","Romana Resort Phan Thiết 4*","0301000065","Đại Diện Romana Resort Phan Thiết 4*","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"6dc75ad9-a3de-4705-b3a0-c99e7aa083b7","e64a30a4-ba33-4960-9fa1-34143fffabe4","Terracotta Hotel & Resort","0301000066","Đại Diện Terracotta Hotel & Resort","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"d69f437c-e3c7-401a-b3b4-4b4b3aa30a27","e141591d-efcb-48e6-b7b5-234aa63ebc77","Pt Hotel Vũng Tàu 3* Vitamin Sea 2N1Đ","0301000067","Đại Diện Pt Hotel Vũng Tàu 3* Vitamin Sea 2N1Đ","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"8516f9b1-009b-4745-a472-55a6196f230e","bd5af01b-2018-42c7-9670-a410134081ed","Hotel Colline Đà Lạt 4*","0301000068","Đại Diện Hotel Colline Đà Lạt 4*","Du Lịch & Khách Sạn","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5eb8de90-ffe0-45ff-8902-369bbdeb5f19","9c683796-f09f-42ef-a117-f3c356383d82","Mường Thanh Luxury Đà Nẵng 5*","0301000069","Đại Diện Mường Thanh Luxury Đà Nẵng 5*","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"890e60f4-5359-4e3c-b033-e136331d9bf4","7b603673-3e7b-4d46-9e8f-a3b0e1df7771","Nihaoniu Hotpot","0301000070","Đại Diện Nihaoniu Hotpot","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"8730bb9c-3b8f-4762-ad7e-050ce22e1d37","a7ca5558-5424-4d32-8eec-c9a0f2eb50a8","Hầm Rượu Aum Wincellar","0301000071","Đại Diện Hầm Rượu Aum Wincellar","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"ef4a719a-fcce-412c-94ef-3326b304ddcb","467a4bd3-b8de-4e29-8c5b-f3423b846e42","Du Thuyền Bến Thành Princess 5 Sao","0301000072","Đại Diện Du Thuyền Bến Thành Princess 5 Sao","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"8ac2b1df-d5be-444d-8761-65d59d9c71c7","beaaa81a-06af-4d24-9e1e-657fe4af1c73","Nha Khoa Minh Tỷ","0301000073","Đại Diện Nha Khoa Minh Tỷ","Nha Khoa & Y Tế","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"81db883f-caed-4c48-b7cb-5b42078cbda1","d45cd57a-d4dd-401c-8b21-38f99cefbd33","Sun Nails","0301000074","Đại Diện Sun Nails","Làm Đẹp & Spa","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
